source_id,section_id,grade,verification,role,accepted_claim,evidence_boundary,original_followup,status,review_file
B0363,3.5,A,V2,de_stijl_universal_order,风格派把抽象绘画哲学转写为建筑—设计理论：“机器=精神纪律”的机器美学、Elementarism元素空间观、Mondriaan新造型主义与Rietveld椅/施罗德宅，构成教材3.5的核心史料,本书聚焦理论文本与少量建筑家具，成员关系与后期史以Jaffé等二手文献与访谈为据,回查Ch12与Ch14：机器美学L1781-1784、Elementarism L2139-2154,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0363_章节映射.csv
B0363,3.6,C,V2,exhibition_standardization_visual_education,展览事件（1925巴黎装饰艺术展、1927 Weissenhof、1929巴塞罗那馆）、DIN-Format标准化与Moholy视觉—摄影教育提供3.6的零散材料,新摄影、新字体非本书主题；展览仅作事件出场，无展览设计本身的系统分析,回查L2466-2478（1925展）、L854-855（DIN）、L3463-3563（Moholy视觉教育）,CONTEXT_ONLY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0363_章节映射.csv
B0363,3.7,A,V2,transnational_avantgarde_network,1900—1930欧洲前卫构成跨国网络：Wright经Berlage/Ashbee进入荷兰、未来主义文件经Marinetti传入de Stijl、van Doesburg巡回与杜塞尔多夫大会、Lissitsky传教士角色，是教材3.7的机制性史料,网络以人物中介与印刷媒介（de Stijl、L'Esprit Nouveau、G）为线索，非完整的机构与资金网络史,回查L1663-1718（Wright接受）、L1553与L1808-1810（Marinetti文件）、L2108-2228（巡回与大会）,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0363_章节映射.csv
B0363,4.1,A,V2,werkbund_enterprise_system,德意志制造联盟成立（1907）、Behrens受聘AEG、Muthesius类型论（Wo stehen wir?）与工厂美学（Fagus、AEG涡轮机厂房）是教材“改革联盟与企业系统”的直接史料,以Muthesius文本与建筑作品为主；联盟内部争论（van de Velde 1914“类型或个性”）有记录，但企业经济机制未展开,回查Ch5-6（L716-958）、Wo stehen wir?（L766-832）、DIN-Format（L854-855）,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0363_章节映射.csv
B0363,4.2,B,V2,weimar_bauhaus_preliminary_course,魏玛包豪斯（1919-1923）：两校合并、1919宣言、Itten初步课程（Vorkurs）与“做中学”，作为“魏玛包豪斯与基础课程”的关键机制材料,Banham视角批判（早期包豪斯“机器缺席”令人惊讶），教学细读以Gropius《Idee und Aufbau》文本为主,回查L3164-3304、L3205-3216（Vorkurs）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0363_章节映射.csv
B0363,4.3,B,V2,bauhaus_1923_institutional_turn,1923年制度转向：Itten离校、Moholy加入、Art and Technology展与Am Horn宅、“机器为现代设计媒介”转向，直接对应“1923年的制度转向”,作者指出转向中Formlehre内容实为学院式（Blanc式），引用转向叙事须连同其批判一并呈现,回查L3219-3269（Idee und Aufbau）、L3284-3306（转型与迁德绍）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0363_章节映射.csv
B0364,11.2,C,V2,graphic_design_definition_three_functions,"平面设计定义（""制造或选择记号并安排在表面以传达观念""）与三大功能（识别/信息/促销）——术语与功能框架",作者定义（2002）；与B0501/B0214定义论并置,整体分析报告（L6、L47-49）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-013-CH11-POSTMODERN\mappings\B0364_章节映射.csv
B0364,11.6,C,V2,modernism_transnational_genealogy,现代主义图形语言的跨国谱系（未来主义→达达→构成主义→包豪斯）——后现代平面批判的谱系背景,通史表述；clean文本截断于包豪斯章（后期章节仅交叉引用）,整体分析报告（L469-585）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-013-CH11-POSTMODERN\mappings\B0364_章节映射.csv
B0366,0.6,C,V2,revolutionary_poetics_method,"以""乌托邦倾向""为透镜研究""革命的诗学""（情感、符号、日常实验）——革命文化史的证据方法案例",方法命题（1989）；适用于革命文化类史料使用,Introduction分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-010-CH08-COLDWAR\mappings\B0366_章节映射.csv
B0366,8.3,B,V2,utopian_experiment_soviet,"俄国革命的""生活革命""（byt revolution）：机器崇拜、泰勒主义、住宅公社（dom-kommuna）、城市主义争论与革命节庆（1917—1931）——苏联社会主义现代主义的乌托邦根源",时段边界1931年前；作者自陈未用档案，个别数字依赖估算,Ch7、Ch9、Ch10分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-010-CH08-COLDWAR\mappings\B0366_章节映射.csv
B0366,8.3,B,V2,fantasy_state_stalinism,"斯大林主义""幻想国家""对乌托邦实验的围剿（""War on the Dreamers""）：从列宁的""容忍—游移""到斯大林的""全面围剿""——社会主义现代主义的制度约束转折",制度性转折为作者勾画；围剿过程的具体档案未核,Ch11分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-010-CH08-COLDWAR\mappings\B0366_章节映射.csv
B0367,2.4,B,V2,advertising_victorian,维多利亚广告（1851—1914）：广告不制造虚假需求而是再定义真实需求；商品无国籍与国家主权悖论——第二章消费前史的广告侧,广告细读证据充分；'再定义需求'为作者论证,Ch3分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-011-CH09-CONSUMER\mappings\B0367_章节映射.csv
B0367,9.1,B,V2,commodity_culture_precedes_economy,"商品文化先于消费经济诞生：1851年博览会把商品抬升为""一切再现的焦点""，广告人作为""资本主义的行吟诗人""——消费文化前史",作者核心命题（1990）；样本偏重中产阶级报刊（作者自认），工人消费者缺席,Introduction与Ch1分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-011-CH09-CONSUMER\mappings\B0367_章节映射.csv
B0367,9.1,B,V2,spectacle_six_bases,景观六大基础（自主图像志、纪念、民主意识形态、商品语言、消费主体、丰裕神话）——消费景观的理论框架,作者分析框架（1990）；德波理论应用有教条化风险（作者自认）,Ch1分析报告（L811）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-011-CH09-CONSUMER\mappings\B0367_章节映射.csv
B0367,9.4,C,V2,consuming_subject_gender,"海滨女孩与性别消费主体：广告构拟""消费主体""（《尤利西斯》Nausicaa细读）——消费主体的性别维度",文学细读个案；广告接受侧无直接证据,Ch5分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-011-CH09-CONSUMER\mappings\B0367_章节映射.csv
B0368,11.1,C,V2,complicit_critique,共谋性批判张力：设计既被消费文化收编又试图成为批判工具——现代主义危机后专业处境的表述,作者判断（2003）；收编与抵抗的量化证据缺,Ch6分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-013-CH11-POSTMODERN\mappings\B0368_章节映射.csv
B0368,11.2,B,V2,appropriation_pop,挪用（Ch3）：唱片封套、复古与俗语设计——高低文化边界与消费图像的重新配置,案例细读充分；'挪用'术语的理论谱系另见B0176,Ch3分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-013-CH11-POSTMODERN\mappings\B0368_章节映射.csv
B0368,11.6,A,V2,punk_deconstruction_graphics,朋克反设计与解构设计（Ch2）：垃圾风格、Cranbrook学派——低技术生产、青年身份与专业规则破坏,设计批评专著（2003）；朋克视觉的接受侧证据有限,Ch2分析报告,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-013-CH11-POSTMODERN\mappings\B0368_章节映射.csv
B0368,11.6,A,V2,designer_as_author,设计师作为作者（Ch5）：作者身份的兴起与争议——专业权威的再界定与后现代平面实践,批评性综述（2003）；'作者之死'等理论引用为二手转述（作者自认限度）,Ch5分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-013-CH11-POSTMODERN\mappings\B0368_章节映射.csv
B0368,11.7,B,V2,postmodern_graphic_global,后现代平面设计的媒介传播（The Face、Emigre、Ray Gun、Wired）与美英路径分殊——后现代媒介转向,杂志档案证据充分；全球南方视角缺失（作者自认限度）,Ch3-4分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-013-CH11-POSTMODERN\mappings\B0368_章节映射.csv
B0372,11.1,B,V2,learning_from_existing_landscape,"学习现存景观（含商业乡土）是建筑师的革命方式：建筑是""空间中的象征""而非""空间中的形式""——大众文化与商业符号进入建筑理论",方法论宣言（1968耶鲁工作室）；'非判断'声称与实际立场有张力（作者自认限度）,Ch2分析报告（L131-417）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-013-CH11-POSTMODERN\mappings\B0372_章节映射.csv
B0372,11.1,C,V2,urban_sprawl_vs_megastructure,"城市蔓延vs巨型结构：过程之城优于即时之城；反对总体设计与设计评审（""Total design comes to mean total control""）——城市更新批判",作者立场（1972）；城市更新社会条件另见专史,Ch6与附录分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-013-CH11-POSTMODERN\mappings\B0372_章节映射.csv
B0372,11.4,A,V2,decorated_shed_vs_duck,"鸭子vs装饰棚：整体象征化的雕塑建筑（duck）vs常规棚屋+独立附加装饰（decorated shed）；""丑陋而平凡""（U&O）优于""英雄而原创""（H&O）——后现代建筑理论奠基范畴",行动者理论文本（1972）；'鸭子'批判的适用边界为作者主张,Ch5分析报告（L903-1054）,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-013-CH11-POSTMODERN\mappings\B0372_章节映射.csv
B0372,11.4,B,V2,symbolism_analysis,"外延/内涵、纹章/面相的符号学分析工具：现代主义的""未被承认的象征主义""——从纯粹功能转向符号",符号学范畴（1972）；作者自承不走严格符号学路线（L1317）,Ch7分析报告（L1256-1669）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-013-CH11-POSTMODERN\mappings\B0372_章节映射.csv
B0373,11.1,B,V2,main_street_justification,为日常景观（Main Street）与常规元素正名：大众文化进入建筑理论——现代主义危机的理论回应,作者立场（1966）；日常景观的社会条件另见专史,Ch6分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-013-CH11-POSTMODERN\mappings\B0373_章节映射.csv
B0373,11.4,A,V2,complexity_contradiction_manifesto,"建筑的复杂性与矛盾性宣言：""多即是少""（More is not less）对位密斯""少即是多""、""少是乏味""（Less is a bore）——后现代建筑理论奠基文本",行动者理论文本（1966）；Scully'最重要的建筑写作'评价为二手判断,整体分析报告（Ch1-2）,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-013-CH11-POSTMODERN\mappings\B0373_章节映射.csv
B0373,11.4,A,V2,both_and_architecture,既-又（Both-And）现象、双功能元素与困难整体（The Difficult Whole）：包容性建筑语汇——从纯粹功能转向复杂与矛盾,作者理论语汇（1966）；案例论证偏形式主义（作者自认限度）,Ch4-5、Ch10分析报告,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-013-CH11-POSTMODERN\mappings\B0373_章节映射.csv
B0376,0.2,B,V2,apostles_and_mediators_of_modernity,现代性体验命题：广告人既是“现代性使徒”（推销新）又是“现代性调解者”（安抚旧），广告同时推动与缓解美国人对现代生活的不适——现代性、现代化与广告媒介关系的美国案例,作者命题（全书脊柱）；作为现代性体验的案例引用，不与欧洲现代性理论混同,clean L215—L228、L3342—L3343,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-009-CH00-INTRO\mappings\B0376_章节映射.csv
B0376,0.5,A,V2,advertising_as_source_methodology,广告作为史料类型的方法论奠基：Zerrspiegel（可校正折射的哈哈镜）理论、约18万则杂志广告＋广告业内部档案（JWT、Ayer、BBDO）＋行业期刊＋社会调查的多层证据设计——广告能证明广告人的想象、策略与文本形态，不能证明受众接受效果,方法论文献：证据边界（生产端与文本端可证、效果端不可证）由作者明示；教材引用广告史料须回机构档案或原刊,clean L148—L153、L212—L214、L134,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-009-CH00-INTRO\mappings\B0376_章节映射.csv
B0376,0.5,B,V2,visual_cliches_and_social_tableaux,图像证据解读工具：视觉陈规（办公室窗、家庭圈、未来城市、永恒村庄、庄严光束）与社会舞台布景（性别、阶级、仆人意象）的类型学——图像史料的系统解读方法样本,类型学为作者分析范畴；图像解读结论须与图像原件并读，OCR噪声影响部分图版,clean L4151—L4960、L2929—L3641,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-009-CH00-INTRO\mappings\B0376_章节映射.csv
B0376,0.6,B,V2,refraction_and_sample_bias_theory,证据偏差理论化样本：样本偏全国性杂志、统计为人工抽样、效果不可证等局限被正面纳入“折射校正”方法论——0.6“证据偏差”的教学范本（偏差本身成为可分析对象）,作为方法论语料而非数据来源；其抽样与统计说明仅适用于本书范围,clean L210—L214、L134,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-009-CH00-INTRO\mappings\B0376_章节映射.csv
B0376,0.6,C,V2,therapeutics_and_consumption_politics,“治疗术”与消费收编政治：广告以建议、拟似亲密与“低吟”式语言填补现代社会的“建议真空”，把经济危机处理为性格考验（勇气商数、拳头意象）——消费社会批判资源,作者分析框架（治疗术、无代价进步）；批判性命题引用须标注立场,clean L5777—L6173、L4961—L5776,ACCEPTED_AS_CONTEXTUAL_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-009-CH00-INTRO\mappings\B0376_章节映射.csv
B0376,5.2,C,V2,consumption_ethic_advertising,消费伦理机制：色彩、风格、成套搭配、现代艺术与摄影把实用品变成时尚品，与工作伦理形成悖论——美国大众消费体系中广告功能机制的证据（跨章）,本书证据限于1920—1940全国性广告文本；机制推广到其他时期须谨慎,clean L2206—L2928,ACCEPTED_AS_CONTEXTUAL_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-009-CH00-INTRO\mappings\B0376_章节映射.csv
B0376,9.1,C,V2,great_parables_consumer_logic,四则大寓言（第一印象、物品民主、文明救赎、被俘获孩子）把美国梦重构为“通过消费无代价地抵达现代”的生活逻辑——消费社会意识形态机制（跨章）,作者分析范畴；作为意识形态解读引用而非广告史事实,clean L3642—L4150,ACCEPTED_AS_CONTEXTUAL_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-009-CH00-INTRO\mappings\B0376_章节映射.csv
B0383,0.3,B,V2,material_observation_moral_criticism_actor_method,现场、构造、装饰和历史文献如何被19世纪批评者组织为文明判断，可作史学案例,规范性道德推演不能升级为现代经验方法,与现代建筑史、劳动史、宗教史和物质分析对读,ACCEPTED_AS_ACTOR_METHOD_CASE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0383_章节映射.csv
B0383,0.5,A,V2,primary_actor_text_measurement_and_argument,Ruskin原文可证明其本人如何表述建筑、劳动、工艺和消费责任,本地只含两卷且OCR／图版不完整，当前仍为V2,核定纸本版次、卷页、图版、上下文和第三卷范围,ACCEPTED_AS_P0_ACTOR_TEXT_WITH_VERSION_LIMIT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0383_章节映射.csv
B0383,0.6,A,V2,religious_teleology_racialized_geography_worker_and_ocr_bias,宗教目的论、民族／地理本质化、工人证据缺口和数字本残损须进入审计,指出偏见不等于否定其历史影响，也不等于接受其结论,补同时代反对意见、劳动档案、地区研究与完整版本,ACCEPTED_AS_EVIDENCE_AUDIT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0383_章节映射.csv
B0383,1.3,A,V2,division_of_labour_judgement_and_execution,‘被分割的是人而非劳动’说明同期批评者如何理解构思、判断与重复执行的分离,不能据此证明所有工厂或中世纪工场的真实劳动关系,补工厂账目、工资、工时、技术、工人和行业材料,ACCEPTED_AS_CORE_ACTOR_ARGUMENT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0383_章节映射.csv
B0383,1.4,B,V2,stone_structure_ornament_material_and_distance,石材、构造、荷载、装饰取材与观看距离显示材料系统如何约束形式判断,图版缺失且测量未复核，不能直接采用具体视觉或数字结论,补扫描图版、建筑实测、修复记录和现代技术史,ACCEPTED_WITH_VISUAL_TECHNICAL_GAP,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0383_章节映射.csv
B0383,1.5,B,V2,anonymous_workman_and_architect_control,工人的判断、变化与不完美被用来反对建筑师对制作的完全控制,这是Ruskin的伦理解释，不是匿名工人的自述或作者权事实,补工匠姓名、合同、工资、工场规制和制作痕迹,ACCEPTED_AS_ACTOR_CRITIQUE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0383_章节映射.csv
B0383,1.6,B,V2,architecture_decorative_art_workman_and_design_terms,architecture、ornament、design、workman等同期用法可补设计概念的19世纪语境,不能直接对应现代设计师职业分类,补同期词典、学校、企业和行业称谓,ACCEPTED_AS_CONCEPT_HISTORY_SUPPORT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0383_章节映射.csv
B0383,2.3,A,V2,nature_of_gothic_labour_freedom_and_consumer_duty,工人自由、不完美、劳动分工和消费者责任构成Ruskin劳动伦理的核心行动者文本,哥特形式不证明工人实际自由，宗教优越论不进入教材事实陈述,与Morris、企业史、劳动档案、批评者和对象材料对读,ACCEPTED_AS_CORE_P0_ACTOR_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0383_章节映射.csv
B0383,2.5,B,V2,architecture_ornament_nature_and_total_environment,构造、装饰、自然形式和建筑整体的关系构成工艺美术总体环境的重要思想前史,不等于唯美主义、新艺术或具体室内的生产与使用史,补对象、室内、委托、工场、图像和用户材料,ACCEPTED_AS_INTELLECTUAL_PREHISTORY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0383_章节映射.csv
B0383,2.7,X,V2,racialized_style_genealogy_without_transfer_chain,不使用其希腊／阿拉伯／拜占庭／哥特‘血统’叙述证明跨境影响或地方现代性,地理—宗教本质化且缺贸易、人员、翻译、制作与接收方证据,改用跨区域建筑史、贸易、工匠迁移和地方档案,EXCLUDE_AS_TRANSFER_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0383_章节映射.csv
B0383,15.4,C,V2,workman_judgement_as_distant_participation_genealogy,工人判断空间可作为参与式设计与劳动民主讨论的远距离思想谱系,19世纪规范论不能替代当代参与机制、权力与效果证据,补当代理论、项目、参与者和效果评估,CONTEXT_ONLY_AS_GENEALOGY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0383_章节映射.csv
B0385,14.7,A,V2,algorithmic_oppression,"商业算法在""中立""外衣下系统性强化种族主义与性别歧视（algorithmic oppression、technological redlining）——14.7数据化商业模式批判",批判研究（2018，数据2010-2016）；算法机制以谷歌为对象,整体分析报告（引言与结论）,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-016-CH14-DIGITAL\mappings\B0385_章节映射.csv
B0385,14.7,A,V2,search_engine_bias_cases,"搜索引擎偏见案例：""black girls""搜索结果色情化、查尔斯顿枪击案（搜索塑造认知）——注意力/个性化/内容生产",个案研究（2018）；结果样本时段有限,Ch2-3分析报告,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-016-CH14-DIGITAL\mappings\B0385_章节映射.csv
B0385,14.7,B,V2,information_monopoly_labor,信息垄断、数字鸿沟与全球劳动剥削（prosumer/audience commodity）——平台劳动与内容生产,批判分析（2018）；劳动剥削的量化数据以平台档案为准,Ch6分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-016-CH14-DIGITAL\mappings\B0385_章节映射.csv
B0385,14.7,B,V2,algorithmic_regulation,公共政策规制与非商业化公共搜索设想（BFTS黑人女性主义技术研究）——算法治理方案,作者方案（2018）；规制成效以政策实践为准,尾声分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-016-CH14-DIGITAL\mappings\B0385_章节映射.csv
B0385,16.3,A,V2,search_engine_visibility_politics,搜索引擎是可见性政治的关键场域：商业利益优先排序使'公共知识'系统偏向广告主与付费内容——搜索结果对弱势群体（非裔美国人）产生系统性负面表征——16.3可见性政治核心证据,作者研究（2018，Noble《Algorithms of Oppression》）；案例基于实证调查（Google搜索案例）,来源卡见BATCH-016（14.7×4）；本行仅补16.3跨章映射,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-020-CH16-GAP\mappings\B0385_章节映射.csv
B0385,16.3,A,V2,algorithmic_bias_structural,算法偏见是结构性而非技术偶然：搜索算法编码并放大既有社会等级（种族、性别）——'算法压迫'（algorithmic oppression）——16.3偏见结构分析,作者理论（2018）；算法压迫为核心概念,来源卡见BATCH-016（14.7 algorithmic_oppression同命题）,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-020-CH16-GAP\mappings\B0385_章节映射.csv
B0388,0.6,A,V2,historiographical_self_audit_method,本书整体提供设计史书写的自我审计工具包：范畴发明、叙事建构、博物馆制度批判、品牌政治——可直接服务0.6证据偏差与史学方法教学,方法论命题为作者框架；各章为独立署名论文,clean第213行及全章,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-008-CH07-GOODDESIGN\mappings\B0388_章节映射.csv
B0388,0.6,B,V2,national_identity_narrative_critique,Wiener对‘瑞典式优雅’与国家构建关系的拆解：设计风格被征用为国家认同叙事,拆解判断为作者命题；风格—国家关联史实可查,clean第700—712行,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-008-CH07-GOODDESIGN\mappings\B0388_章节映射.csv
B0388,7.6,A,V2,scandinavian_design_as_invented_category,‘斯堪的纳维亚设计’是被发明、表演与制度化的范畴而非先在地域实体（编者导言L213），为7.6提供制度即建构的元叙事框架,范畴建构为作者方法论命题；机构史实（协会、奖项、展会年份）仍需档案侧来源,clean第213行,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-008-CH07-GOODDESIGN\mappings\B0388_章节映射.csv
B0388,7.6,A,V2,coffee_table_genre_critique,图录体裁（hagiographic and mythopoeic，L127）批判：颂歌式叙述强化统一北欧设计身份神话（L141），是B0076等图录的审计标尺,体裁批判命题清晰；对具体图录的判断须对照该书文本,clean第127、141行,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-008-CH07-GOODDESIGN\mappings\B0388_章节映射.csv
B0388,7.6,B,V2,swedish_daily_beauty_deconstruction,Rehnberg对‘vackrare vardagsvara’（美好日常生活）口号与瑞典消费史的考古式解构：口号是精英话语而非大众现实,解构判断为作者命题；口号文本本身为史实,clean第305—312行,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-008-CH07-GOODDESIGN\mappings\B0388_章节映射.csv
B0388,7.6,B,V2,danish_modern_exceptionism_critique,Heller以局外人视角批判丹麦现代家具的例外主义叙事（‘Danish modern is a myth’）,批判判断为作者命题；丹麦家具制度史实仍需档案侧,clean第420—435行,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-008-CH07-GOODDESIGN\mappings\B0388_章节映射.csv
B0388,7.6,B,V2,museumification_and_branding_critique,Bøe以1990年代挪威设计博物馆化与品牌化为个案，批判设计史与机构展览的相互建构,个案分析为作者命题；博物馆事件为史实,clean第510—525行,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-008-CH07-GOODDESIGN\mappings\B0388_章节映射.csv
B0388,7.6,C,V2,oslo_design_city_brand_critique,Kristoffersen对奥斯陆‘设计城市’品牌战略的批判：品牌政治生产地域设计范畴,品牌战略事件为史实；‘范畴生产’分析为作者命题,clean第605—620行,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-008-CH07-GOODDESIGN\mappings\B0388_章节映射.csv
B0390,11.2,C,V2,comics_low_culture_legitimacy,漫画在美国文化中长期被低估，其'低自尊是自我循环的'；序列图像实为全球性古老沟通方式——为漫画与'图像小说'的正当性提供理论支撑——11.2高低文化边界与消费图像,作者理论（1993）；书评与出版史证据,00_整体分析报告（P2、P7）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-022-CH16-PLATFORM\mappings\B0390_章节映射.csv
B0390,16.3,B,V2,closure_visual_cognition,漫画的力量来自读者主动补全（闭包）：读者在画格间'沟槽'主动补全时间、空间与动作；图文七种组合（word-specific至interdependent）与'简化即放大'的卡通化原理——视觉传达与信息呈现的认知理论——16.3信息设计的视觉认知侧,作者理论（1993）；以漫画论证漫画的元叙事,00_整体分析报告（P3-P6）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-022-CH16-PLATFORM\mappings\B0390_章节映射.csv
